surface,embedding
prepared,-0.591718 -0.807954 0.846303 0.614942 -0.073639 0.096821 -0.044436 -0.092648 -0.652703 -0.143801 -0.175203 0.297668 -0.457281 -0.167977 0.392383 -0.472376
allowed,1.300291 -0.653856 0.930403 0.906065 -0.229364 -0.315770 0.449988 0.349788 0.372892 0.346205 -0.116149 -0.564484 -0.433784 0.159913 1.095775 -0.324749
via,-0.350102 -0.319729 0.001222 -0.180840 -0.497174 -0.358329 -0.451009 -0.563424 -0.611672 0.107170 1.418973 0.307201 0.038367 1.054930 0.559238 -0.144266
music,-0.330105 -0.074529 -0.071523 0.032755 -0.674165 -0.150061 0.336398 0.000338 -0.363236 -0.238036 0.016264 0.314709 -0.228979 -0.273582 -0.907455 -0.148130
sleep,0.233059 -0.518882 -0.002295 0.597444 -0.326812 -0.307006 0.432997 0.275950 -0.046405 0.112733 0.306575 -0.427220 -0.325016 -0.304648 -0.139729 -0.129120
evidence,0.072701 -0.455734 -0.102424 0.798277 -0.264396 -0.535847 0.293789 -0.237091 -0.086223 -0.102170 0.312657 -0.238098 -0.388693 -0.764577 -0.414370 -0.307067
atmosphere,-0.063638 -0.621432 0.142232 0.550494 -0.349501 -0.183550 0.477053 -0.014088 -0.204712 -0.286723 0.116898 -0.316581 -0.519024 -0.776242 -0.916465 0.139556
himself,-0.271299 -0.619798 0.159483 -0.076291 0.449921 -0.369844 0.469308 -0.180166 0.676556 0.586006 0.178423 -0.224574 0.273862 -0.312535 0.103366 0.154224
tour,0.050871 -0.713894 -0.215203 0.462710 -0.595389 -0.277226 0.319658 -0.088736 -0.329098 -0.024988 0.275249 -0.170100 -0.410661 -0.617788 -0.316209 -0.116972
florida,-0.161404 -0.478762 -0.091398 -0.349582 -0.929953 -0.343400 0.468940 0.283830 -0.181092 -0.060134 0.277701 -0.049575 0.091547 -0.484198 -0.664753 -0.090979
nor,0.417463 0.635509 0.735858 0.045451 0.248908 0.579296 -1.020134 1.176583 -0.772673 -0.108218 -0.405504 -0.658120 0.193778 -1.314947 2.211290 0.117857
determined,0.965712 -1.224373 1.218210 0.956370 -0.044825 0.316001 0.291426 0.042412 0.283906 0.646989 -0.319593 -0.358409 -0.292286 -0.732276 0.557239 -0.366847
personally,-0.487237 0.702271 0.026085 -0.384166 0.133759 1.633800 0.323948 0.670361 -0.808643 -0.547878 -0.154892 0.783132 -1.431925 1.069292 -0.502541 -0.195616
faith,-0.033365 0.125515 -0.436216 0.980723 -0.446569 -0.285709 0.499297 -0.360921 -0.326683 -0.014946 0.122488 -0.048681 0.047609 -0.722347 -0.432508 -0.182721
cheney,-0.120208 0.358946 -0.104037 0.040249 -0.827092 -0.646203 -0.167867 -0.209864 -0.346522 -0.163901 -0.151370 -0.491165 0.013107 -0.541329 -0.425754 -0.460634
recommended,0.701301 -0.236954 0.190281 0.215743 -0.262998 -0.600895 0.276167 0.670634 0.133667 0.049702 -0.565657 -0.630264 -0.365379 -0.273512 0.685796 0.169996
whom,-0.225841 0.036948 -0.758932 0.351232 -0.176069 1.236216 0.633170 0.392041 0.639586 0.055774 0.275828 0.123185 0.724351 -0.017935 1.040637 0.548390
fly,0.789558 -0.421451 0.580518 0.747007 -0.413732 -0.238303 0.400787 0.016140 -0.024359 0.218465 0.214424 -0.564331 -0.209953 -0.119826 0.346795 -0.434367
salon,-0.078237 0.191787 -0.168254 0.334282 -0.617250 -0.029304 0.545367 0.311336 -0.164329 -0.066507 0.724168 -0.292884 -0.631000 -0.736615 -0.637456 -0.081466
trouble,-0.148607 -0.379884 -0.164951 0.607539 -0.322327 -0.031586 0.620727 0.097914 -0.106700 -0.093424 0.062968 -0.065124 -0.147799 -0.773951 -0.263693 -0.061334
practice,-0.011511 -0.278148 0.034773 0.553992 -0.686292 -0.301114 0.394698 0.032885 0.028836 0.156853 0.300203 -0.308309 -0.487214 -0.523716 -0.121967 -0.021633
sending,1.560435 -0.286660 0.367236 1.010150 -0.363773 -0.054604 0.342200 0.672242 0.144234 0.196322 -0.673262 -0.519218 0.110928 0.485504 1.795216 -0.171808
feeling,0.571928 -0.331605 0.637124 0.374480 -0.019264 -0.330580 0.478092 0.015798 -0.386216 0.354834 0.353760 -0.346466 -0.333153 -0.550831 0.697320 0.016842
flight,-0.150189 -0.957616 0.082552 0.692454 -0.455003 0.622405 0.416876 -0.209496 -0.566887 -0.364005 -0.126170 0.119523 -0.122620 -0.307888 -0.440771 -0.189952
independent,-0.603672 0.443931 -0.744975 0.193815 -0.201748 -0.102947 0.369018 0.080173 -1.061192 -0.245922 -0.369560 1.566736 -0.075771 0.159849 -0.404131 -0.450696
ahead,-1.029845 -0.543268 0.827087 0.004054 0.406168 0.026902 0.096122 0.523956 -0.433476 -0.294496 0.150316 0.437059 -1.202692 0.615544 -0.852936 -0.648770
wish,1.107164 -0.954516 0.702037 0.422388 -0.707871 1.076278 0.461666 0.377405 0.423414 0.342091 -0.058277 -0.442297 -0.609237 -0.081246 1.294402 -0.192415
murder,0.060715 -0.655724 0.056633 0.534105 -0.515545 -0.020620 0.419855 0.230142 -0.052739 -0.423562 0.174737 -0.336473 -0.384462 -0.583118 -0.642416 0.111760
folks,-0.120129 -0.389681 0.061236 0.527440 -0.520194 0.167717 0.711698 0.064773 -0.332289 0.011403 0.144368 -0.177402 0.054874 -0.539365 -0.426226 0.153977
bought,1.227973 0.351773 0.855097 0.398115 0.042258 -0.843640 0.479409 0.231958 -0.293497 -0.099271 0.306335 0.087832 0.180250 -0.375453 2.394834 -0.261111
intended,0.312054 -0.730155 0.411390 0.464858 -0.203533 0.297243 -0.625287 0.068096 -0.885685 -0.073267 -0.105272 0.099295 -0.832649 0.020403 -0.187069 -0.187408
asking,1.220716 -0.330417 0.748291 0.320322 -0.454304 -0.034247 0.205872 0.448837 0.052099 0.285590 -0.074200 -0.409204 -0.023506 -0.164980 1.389350 -0.331967
tire,-0.093753 -0.723741 -0.105635 0.168551 -0.411403 0.027736 0.518785 0.180383 -0.354922 -0.027532 0.081623 -0.378953 -0.424659 -0.642194 -0.425135 0.079030
unfortunately,-0.625819 -0.208503 0.725479 -0.435516 0.280357 -0.464290 -0.242738 0.840525 -0.471403 -0.713456 0.138433 0.930137 -1.795473 0.837207 -0.888073 0.285427
glad,0.538541 -1.537972 0.601145 0.421817 -0.579725 1.730657 0.444883 0.572910 0.463398 0.546816 -0.451118 0.121970 -0.383447 -1.030471 1.267979 -0.309349
marie,0.150983 0.647062 0.078916 -0.693804 -1.168606 -0.577594 -0.356874 -0.063011 0.067410 -0.812475 -0.551511 -0.506497 -0.783062 -0.588902 -0.567884 0.233509
concerned,0.515548 -0.520675 0.406581 1.392901 0.375121 -0.308878 0.519561 0.347221 0.149944 0.420727 -0.373006 0.013327 -0.236005 -1.081803 0.758731 0.197315
seriously,-0.613409 0.459022 0.057346 -0.455946 0.101068 0.238983 0.319837 0.532284 -0.644657 -0.347130 -0.045192 0.512932 -1.288840 0.789565 -0.852671 -0.193298
present,0.816299 -0.079564 -0.119106 -0.223009 -0.095321 -0.600005 0.542017 0.570245 -0.388711 0.241190 0.360203 0.295038 0.025357 -0.709041 1.114369 0.188108
firm,-0.435211 -0.854619 0.251870 0.395207 -0.434527 0.267184 0.405491 0.087134 -0.351224 -0.185485 -0.040441 0.299305 -0.180452 -0.463596 -0.373073 -0.321481
pieces,-0.367254 -0.872995 -0.001160 0.982559 -0.317463 -0.517109 0.370993 -0.003043 -0.150742 -0.381525 0.255198 -0.336478 -0.356706 -0.759488 -0.542159 -0.119184
scheduled,-0.201409 -0.622092 0.531138 1.005229 -0.085237 0.187512 -0.169689 -0.187209 -0.612190 -0.257067 -0.134737 -0.146873 -0.594214 0.060418 0.026246 -0.433545
rule,0.216630 -0.172161 0.136181 0.618341 -0.207668 -0.602150 0.349060 -0.257250 -0.280052 -0.164587 0.194862 -0.221337 -0.153915 -0.623658 0.124176 -0.224223
isda,0.042436 0.133696 -0.662846 0.491887 -0.614620 -0.302294 0.450439 -0.127230 -0.698031 -0.003310 0.035413 0.266463 0.069745 -0.425739 -0.548996 0.104084
foreign,0.892429 -0.698140 -0.702484 0.131263 -0.169212 -0.268899 0.298167 0.221265 -0.589428 0.232731 -0.591513 0.587826 0.527249 -0.994029 -0.055209 0.113350
network,0.053627 -0.560548 -0.139495 0.285425 -0.513386 -0.353855 0.167944 -0.003153 -0.474270 -0.346027 0.166648 -0.275914 -0.161878 -0.597534 -0.498180 -0.025494
charged,0.952890 -0.066163 0.199656 1.458315 -0.282792 -0.344147 0.111046 0.245336 -0.049009 0.066424 -0.271529 -0.581735 -0.490329 0.164157 1.224857 -0.196500
fast,0.455123 -0.902904 0.173308 -0.662389 -0.384521 0.005329 0.360102 1.043511 0.294543 0.445277 0.031629 0.187329 -0.400724 -1.033555 0.390712 -0.127068
helped,1.121078 0.924346 -0.142047 0.079135 -0.170173 -0.192440 0.683676 0.559752 0.208543 0.086113 -0.307167 -0.667004 -0.422499 0.004953 0.279751 -0.193240
beatles,-0.353190 -0.396076 0.034708 -0.043139 -0.761766 0.237707 0.355810 0.181867 0.346079 -0.116674 0.481380 -0.430369 -0.438413 -0.288768 -1.259262 0.056584
choose,0.983764 -0.226029 1.175423 1.009994 -0.300710 -0.218949 0.305161 0.292363 0.144651 -0.017906 -0.165300 -0.880492 0.158266 0.110074 1.100065 -0.675868
college,-0.009162 -0.571896 -0.192465 0.019732 -0.731331 -0.506708 0.392214 0.165227 -0.128310 -0.271946 0.154099 -0.205350 -0.211406 -0.446613 -0.690444 0.075771
iranian,-0.398901 0.319597 -0.469623 -0.125389 -0.253405 0.047019 0.242470 0.219483 -1.022323 -0.215090 -0.365265 1.462948 -0.074651 0.071711 -0.708354 -0.370811
spot,-0.058479 -0.378546 -0.245470 0.491606 -0.404938 -0.290120 0.591102 0.076726 -0.005489 0.099212 -0.014038 -0.350642 -0.450184 -0.601518 -0.473083 0.056077
copies,-0.386276 -1.029251 0.035068 1.221869 -0.377201 0.400393 0.210842 -0.100186 0.129209 -0.718796 0.017586 -0.184933 -0.755102 -0.549245 -0.398378 -0.296345
parties,-0.372238 -0.765591 0.297365 0.187067 -0.703391 0.301801 0.435063 0.328351 -0.116547 -0.011986 0.163566 -0.228767 -0.493120 -0.330979 -0.821954 -0.060391
estimated,0.788562 0.524519 -0.672659 0.112093 -0.023861 -0.324819 -0.259715 0.545383 -0.543643 0.060427 -0.718981 -0.310446 0.169265 -0.724427 0.889219 -0.061413
moon,-0.280130 0.112259 -0.388814 0.990131 -0.515622 -0.169650 0.454729 -0.120974 -0.511287 -0.069735 0.268703 0.072237 -0.259237 -0.555801 -0.206779 -0.078753
style,-0.257585 -0.693749 -0.185812 -0.038929 -0.672744 -0.004236 0.308373 0.484802 -0.323538 -0.152009 0.365541 -0.137569 -0.423731 -0.305395 -0.053146 -0.042339
card,-0.107036 -1.118284 0.393754 0.246496 -0.442350 -0.324824 0.413692 -0.102181 -0.175243 0.138078 0.167705 -0.245828 -0.207006 -0.690681 -0.246561 -0.200007
england,-0.347848 -0.708843 0.719401 0.433905 -0.667122 0.050849 0.403217 0.028323 -0.032000 0.158323 0.194596 -0.386795 -0.158467 -0.663760 -0.654685 0.044303
rooms,-0.085800 -0.480636 -0.027087 0.742925 -0.385721 -0.308554 0.571641 -0.049044 -0.218066 -0.181987 0.047644 -0.147671 -0.257967 -0.613727 -0.417797 0.195982
ben,-0.029930 0.623219 -0.510623 -0.209615 -1.065879 -0.320414 0.195367 -0.455502 0.106312 -0.207863 0.230971 -0.041989 -0.428530 -0.317369 -0.778636 0.039099
chernobyl,-0.310397 -0.930647 -0.226759 -0.115404 -0.876756 0.209330 0.290540 -0.053303 -0.006167 -0.093800 0.308625 -0.031024 0.182542 -0.073106 -0.402548 0.209089
deep,-0.623852 -0.040434 0.083345 -0.082279 -0.211340 -0.167277 0.335064 0.343703 -0.809574 -0.083537 -0.158446 1.212154 -0.163917 0.096668 -0.353637 -0.298202
signs,-0.060471 -0.795685 0.345060 0.853050 -0.506633 -0.123015 0.296079 -0.147248 -0.108987 -0.146014 0.373999 -0.186527 -0.323296 -0.768441 -0.059860 -0.125750
client,-0.055049 -0.292867 -0.333428 0.231318 -0.446621 0.080467 0.316556 -0.055098 -0.689614 0.103386 -0.086049 0.334684 -0.295135 -0.443341 -0.338931 -0.101277
obviously,0.898095 -0.157881 0.133885 -0.064626 0.393678 0.625766 0.794774 0.358063 0.484683 0.171727 -0.116491 0.203357 0.017818 -0.818636 1.605696 0.428075
begin,1.378560 -0.231527 0.743591 0.969865 -0.139794 -0.323592 0.552678 0.303716 0.472497 0.393335 -0.019945 -0.645768 -0.084620 0.139483 0.566982 -0.665824
table,0.034123 -0.839921 -0.076840 0.079497 -0.585893 0.269392 0.595875 0.108215 -0.321071 0.058307 0.169284 -0.461028 -0.291711 -0.395079 -0.490948 0.108626
corporate,-0.259131 0.190716 -0.662682 0.111235 -0.362344 -0.107299 0.319412 -0.006756 -1.129054 -0.174461 -0.320128 1.340490 0.111840 0.055321 -0.399651 -0.248198
ken,0.153742 0.962985 -0.273860 -0.201710 -1.022914 -0.354633 -0.249856 -0.248250 -0.179174 -0.497887 -0.463548 -0.464806 -0.503512 -0.491737 -0.686106 0.083354
confirm,0.718739 -0.363817 0.323224 0.444306 -0.308910 -0.053104 0.305369 0.492030 -0.352579 0.284559 -0.214197 -0.591028 -0.187857 -0.163938 1.071895 0.163347
standards,-0.146967 -0.089120 0.062543 -0.057698 -0.615243 -0.198968 0.566510 0.092102 -0.104072 0.102109 0.304399 -0.415578 -0.415326 -0.511493 -0.809396 -0.044406
telling,1.177385 -0.599154 0.356674 0.418766 -0.703331 0.297382 0.626370 0.710043 0.043508 0.809455 0.098958 -0.382957 -0.204361 0.410441 2.343580 0.094339
c,-0.048785 0.518827 -0.324978 -0.062454 -0.726436 -0.570915 0.284424 0.039246 -0.207523 0.090878 0.221468 -0.234716 -0.560892 -0.501498 -0.684041 0.039872
f,-0.593068 -0.251867 0.036531 0.192498 -0.570924 -0.779362 -0.071252 0.114755 -0.468927 -0.266034 -0.139006 -0.416490 -0.405221 -0.160138 -0.153596 -0.099862
pilot,-0.386782 -0.513403 -0.078408 -0.408532 -0.490372 -0.619095 0.238561 0.714956 -0.543596 0.063509 -0.109991 -0.196911 -0.300033 -0.734242 -0.525755 0.245874
approval,-0.337103 -0.532186 0.304261 0.768540 -0.483763 -0.687675 0.482260 0.041606 -0.219552 -0.091643 0.317899 -0.193041 -0.033948 -0.688488 -0.496916 0.214035
200,0.060742 0.079510 -0.701260 -0.463086 -0.429593 -1.099022 0.234199 0.281525 -0.768414 -0.390997 0.049643 0.634213 0.496007 -0.961085 0.072242 -0.038069
effective,-0.431834 -0.484255 0.101530 -0.015490 -0.085006 0.492826 0.296442 0.293422 -1.006349 -0.030833 -0.462175 1.174813 -0.140118 0.051367 -0.531342 -0.392886
insurance,0.080921 -0.387786 -0.500131 0.543879 -0.455041 -0.691098 0.437020 -0.246840 -0.383802 0.086100 -0.178909 0.053570 -0.094663 -0.533742 -0.468183 0.160359
disaster,-0.142623 -0.314249 0.087453 0.456490 -0.296222 0.472001 0.518390 -0.288017 -0.525652 -0.264913 0.127009 -0.201630 -0.477392 -0.412310 -0.512930 -0.173985
pair,0.021468 -0.919490 -0.018990 1.516312 -0.056134 0.069421 0.454340 -0.191561 -0.068458 -0.518860 0.280306 -0.490162 -0.394152 -0.793275 -0.363415 -0.339794
drinking,0.879390 -0.372090 0.253944 0.599568 -0.017448 -0.451688 0.692784 0.478299 0.137480 0.309094 0.204852 -0.448903 -0.366856 0.024794 0.854711 -0.011262
build,1.003254 0.700512 0.412836 0.280369 -0.197030 -0.793952 0.909806 0.190108 -0.437344 0.460010 0.867163 0.061849 0.424016 0.013724 1.856672 -0.376671
stand,0.597176 -0.020145 0.200766 1.891808 0.173950 -0.611338 0.599417 -0.055430 -0.126228 0.360685 -0.174747 -0.389842 -0.112503 -0.062024 0.590350 0.048220
terrible,-0.364510 0.452998 -0.547452 -0.251859 -0.361219 0.164644 0.630104 0.271423 -0.770156 -0.064915 -0.424037 1.220839 -0.180395 -0.349232 -0.201852 -0.072096
ideas,-0.153907 -0.674356 0.146616 0.359299 -0.452687 -0.265166 0.440005 0.281857 0.049284 -0.011934 0.325189 -0.337216 -0.656359 -0.826947 -0.208881 0.038130
pressure,0.055504 -0.483397 0.035627 0.740885 -0.315876 -0.392057 0.520340 -0.142620 -0.239497 0.218168 0.242983 -0.202575 -0.228320 -0.509845 0.180062 -0.046277
22,-0.030601 -0.177092 -0.129614 -0.046232 -0.520382 -0.732986 0.342413 0.228803 -0.248250 -0.010940 -0.797995 0.491381 -0.031704 -1.078445 -0.655049 0.636730
24,-0.253683 -0.419585 -0.035778 0.073867 -0.635350 -0.226092 0.383773 0.278602 -0.236162 -0.107150 -0.429333 0.395474 0.132281 -0.947830 -0.353484 0.270193
??,-0.982330 1.447753 0.119956 -1.306808 -0.388856 -1.087780 -1.023777 1.044026 -0.291460 -0.771878 -0.911797 -1.779596 -0.447684 -1.028294 -0.438450 -0.108691
responsible,-0.576457 -0.972796 0.731305 1.592373 0.364022 -0.090182 0.155206 -0.129147 -0.691135 -0.318812 -0.291215 0.900594 -0.358302 -0.442433 0.386757 -0.237614
environment,-0.578687 -0.792169 0.200759 0.020581 -0.513672 -0.529832 0.579192 0.416397 -0.347273 -0.015492 0.112936 -0.174363 -0.343689 -0.411964 -0.609892 0.342935
islamists,-0.165421 -0.162996 0.088452 0.702933 -0.436869 0.342003 0.612866 0.013702 -0.347612 -0.241130 0.190677 -0.201895 -0.328943 -0.518988 -0.545792 0.121544
interconnect,0.080274 -0.326408 -0.108739 0.767535 -0.262708 -0.068726 0.337996 -0.094793 -0.348604 0.010361 0.089076 -0.412566 -0.254248 -0.694061 -0.431048 -0.122682
window,-0.379067 -0.385378 -0.261364 0.264179 -0.675175 0.019547 0.666076 0.173513 -0.325709 -0.059765 0.143765 -0.106061 -0.388349 -0.488935 -0.530338 0.046928
electricity,0.170495 0.196612 -0.464761 0.361249 -0.831606 -0.327515 0.330460 -0.289222 -0.233751 0.007704 -0.063736 0.170711 0.166220 -0.604891 -0.667368 -0.043033
organization,0.047403 -0.581488 -0.203117 0.214114 -0.497548 0.938078 0.498782 0.465305 -0.322560 -0.605143 0.281190 -0.519411 -0.617871 -0.598731 -0.604695 0.176436
fix,0.970870 -0.046094 0.653812 0.359382 -0.242727 -0.782397 1.195996 0.409016 -0.413796 0.220999 0.885340 -0.337552 0.713780 0.745076 2.580213 -0.232084
honest,0.405943 0.004163 -0.384008 0.014824 0.069427 -0.789960 0.407502 0.772678 -0.066067 0.284199 -0.300127 0.423196 -0.119532 -1.030293 0.221721 0.286716
addition,-0.350064 -1.132671 0.573656 0.016779 -0.801903 -0.188943 0.334062 0.410388 -0.129709 -0.093116 0.374691 -0.211249 -0.245884 -0.222363 -0.594866 -0.099932
ed,-0.142536 -0.385730 0.068541 -0.193893 -0.923071 -0.983159 0.143087 -0.343482 0.219608 -0.455083 -0.019374 -0.005944 -0.577874 -0.419966 -0.775731 0.478278
easily,0.881971 0.166355 -0.270186 -0.351552 0.668095 0.120764 0.773716 0.736047 0.715239 0.400180 -0.392557 -0.216884 -0.269405 -0.672410 -0.422506 0.235795
ii,-0.661612 0.182099 0.006178 -0.302171 -0.348550 -1.025976 -0.115086 0.476101 -0.323760 -0.106739 -0.965556 -0.277491 0.122445 -1.046549 -0.705560 0.319340
ability,-0.130644 -1.545756 0.681167 1.007132 -0.616783 0.422705 0.129089 -0.149120 -0.053137 0.006422 0.201115 -0.326655 -0.356112 -1.076773 -0.390029 -0.409468
decision,-0.452275 -0.501626 0.348891 0.564738 -0.446620 0.204676 0.515584 -0.011087 -0.142156 -0.003532 0.130807 -0.167219 -0.569745 -0.705865 -0.792284 -0.290056
ensure,0.895176 -0.741448 1.480237 0.281331 -0.656579 0.994637 0.337643 0.278707 -0.316899 0.698520 -0.257261 -0.890334 0.246368 0.171884 1.385690 -0.392629
reading,0.608014 0.090639 0.537462 0.140346 -0.070884 -0.675331 0.864575 0.162328 -0.391337 0.488140 0.806485 0.045982 0.289930 -0.351431 1.829769 -0.131007
none,0.052707 -0.408809 -0.031219 1.019192 0.582938 -0.297397 -0.174202 -0.336657 1.281750 -0.415185 0.153703 -0.037585 -0.190337 -0.636673 -0.136578 0.303276
troops,-0.388442 -0.473096 0.121118 1.275686 -0.373694 0.640442 0.673290 -0.174848 -0.077096 -0.218774 0.150918 -0.352985 -0.213606 -0.716358 -0.103074 -0.136557
sell,1.286739 -0.278028 0.499053 0.340829 -0.164220 -0.066379 0.660929 0.479258 -0.113681 0.461100 0.104086 -0.406929 0.215226 0.218113 1.305990 -0.417137
data,-0.012833 -0.592860 -0.052984 0.498941 -0.459689 -0.427106 0.486667 -0.232803 -0.354775 0.038027 0.006143 -0.033681 0.029764 -0.632690 -0.320362 -0.054553
drug,-0.014375 0.478131 -0.665384 -0.090527 -0.661458 -0.165065 0.228032 -0.080173 -0.588951 -0.039897 -0.074389 0.611957 -0.111290 -0.450939 -0.653853 -0.155460
proposed,0.702408 0.767270 -0.874102 0.332347 -0.303197 -0.350007 0.113218 0.065770 -0.646929 0.135788 -0.248249 -0.113645 0.174884 -0.577781 0.407208 -0.076705
costs,-0.558637 -0.775380 0.782953 0.608693 -0.280059 -0.504233 0.131119 -0.110685 -0.666410 0.063670 0.024922 -0.508714 -0.423837 -0.018923 -0.218125 0.140994
wine,0.113863 0.191308 -0.131497 0.039010 -0.608508 -0.451416 0.487318 0.154539 -0.164723 -0.171449 0.412264 0.101049 -0.154071 -0.831102 -0.273568 -0.014270
standard,-0.646403 -0.347989 -0.094118 0.236686 -0.204187 -0.664756 0.404339 0.184666 -0.669470 -0.223048 -0.206475 0.927013 -0.121284 -0.145254 -0.692301 -0.254241
kerry,-0.280847 0.703206 -0.070931 0.231809 -0.675482 0.620896 -0.084293 0.103793 -0.172745 -0.521381 -0.676938 -0.913026 -0.295321 -0.589126 -1.141588 -0.159332
posada,-0.181234 1.022229 -0.405842 1.116159 -0.572878 1.170942 -0.158874 0.021346 -0.054584 -0.642012 -0.463454 -0.702257 -0.592581 -0.749336 -0.537289 -0.181311
coffee,0.219281 -0.845872 -0.063863 0.042661 -0.574325 -0.484108 0.374746 0.227747 -0.040440 0.095302 0.144178 -0.335120 -0.386987 -0.599508 -0.506857 -0.048888
focus,0.138374 -0.115551 -0.053310 1.606885 -0.141025 -0.468558 0.397394 0.009879 0.107340 0.175687 0.178018 -0.391788 -0.509701 -0.480261 -0.114181 -0.173594
changing,1.277066 -0.187341 0.226871 0.002589 -0.264365 -0.526798 0.585212 0.067710 -0.175970 0.138663 0.332063 0.001043 0.184540 -0.295342 0.920315 -0.263066
russia,-0.322935 -0.022826 0.107722 -0.422807 -0.928320 -0.081520 -0.112964 0.621815 -0.049491 -0.261734 -0.100870 -0.566530 -0.121859 -0.702436 -0.661388 -0.235858
liberty,-0.227853 -0.481864 0.145176 -0.028178 -0.986955 -0.188672 0.430676 0.319286 -0.005987 0.028945 0.383244 -0.022239 -0.348021 -0.791974 -0.467305 -0.006987
weight,-0.183253 -0.180088 -0.265083 0.541375 -0.167979 -0.276789 0.525991 -0.126948 -0.587757 0.021083 0.061239 -0.087030 -0.319810 -0.561974 -0.718159 0.081872
chair,-0.390748 -0.838394 0.144401 0.159123 -0.556413 -0.261053 0.428834 0.436456 -0.203085 -0.475639 0.096488 0.021117 -0.210395 -0.522311 -0.882061 -0.100822
listen,1.022656 -0.994539 0.761909 0.481895 -0.292969 0.090838 0.168042 0.503741 0.535469 0.364908 0.134236 -0.663621 -0.590798 -0.233516 -0.016777 -0.653460
sounds,0.642371 -0.309507 0.340117 0.813910 -0.414606 -0.184222 0.297196 0.194669 0.086527 -0.090503 -0.272747 -0.310709 -0.479476 -0.390061 1.090235 0.427670
